# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
201 0.6780840783 -0.0032649004 -0.7349768277 -0.0006211445 1.1224751569 -0.0052184943 -1.2253257034 1 frame_0050_front.jpg

202 0.9991849489 -0.0027478487 -0.0402292489 0.0018694177 1.1224751569 -0.0052184943 -1.2253257034 1 frame_0050_right.jpg

203 0.7349768277 -0.0006211445 0.6780840783 0.0032649004 1.1224751569 -0.0052184943 -1.2253257034 1 frame_0050_back.jpg

204 0.0402292489 0.0018694177 0.9991849489 0.0027478487 1.1224751569 -0.0052184943 -1.2253257034 1 frame_0050_left.jpg

205 0.6858732380 -0.0059530604 -0.7276720329 0.0059895667 1.0944580775 -0.0162613419 -1.2899927347 1 frame_0051_front.jpg

206 0.9995274466 0.0000258139 -0.0295562113 0.0084447126 1.0944580775 -0.0162613419 -1.2899927347 1 frame_0051_right.jpg

207 0.7276720329 0.0059895667 0.6858732380 0.0059530604 1.0944580775 -0.0162613419 -1.2899927347 1 frame_0051_back.jpg

208 0.0295562113 0.0084447126 0.9995274466 -0.0000258139 1.0944580775 -0.0162613419 -1.2899927347 1 frame_0051_left.jpg

209 0.6918965176 -0.0054379993 -0.7219710567 0.0027258695 1.0706773288 -0.0134238100 -1.3513424693 1 frame_0052_front.jpg

210 0.9997553495 -0.0019177654 -0.0212659105 0.0057727270 1.0706773288 -0.0134238100 -1.3513424693 1 frame_0052_right.jpg

211 0.7219710567 0.0027258695 0.6918965176 0.0054379993 1.0706773288 -0.0134238100 -1.3513424693 1 frame_0052_back.jpg

212 0.0212659105 0.0057727270 0.9997553495 0.0019177654 1.0706773288 -0.0134238100 -1.3513424693 1 frame_0052_left.jpg

213 0.6987212216 -0.0031573573 -0.7153712896 0.0047543180 1.0434035294 -0.0067320762 -1.4139937327 1 frame_0053_front.jpg

214 0.9999144039 0.0011292217 -0.0117733760 0.0055943992 1.0434035294 -0.0067320762 -1.4139937327 1 frame_0053_right.jpg

215 0.7153712896 0.0047543180 0.6987212216 0.0031573573 1.0434035294 -0.0067320762 -1.4139937327 1 frame_0053_back.jpg

216 0.0117733760 0.0055943992 0.9999144039 -0.0011292217 1.0434035294 -0.0067320762 -1.4139937327 1 frame_0053_left.jpg

217 0.6762969734 -0.0083770089 -0.7365649553 0.0049291080 1.1277006661 -0.0247713751 -1.3887321259 1 frame_0054_front.jpg

218 0.9990442507 -0.0024380341 -0.0426158987 0.0094088455 1.1277006661 -0.0247713751 -1.3887321259 1 frame_0054_right.jpg

219 0.7365649553 0.0049291080 0.6762969734 0.0083770089 1.1277006661 -0.0247713751 -1.3887321259 1 frame_0054_back.jpg

220 0.0426158987 0.0094088455 0.9990442507 0.0024380341 1.1277006661 -0.0247713751 -1.3887321259 1 frame_0054_left.jpg

221 0.6140088703 -0.0088458580 -0.7892368498 0.0044780608 1.3392183406 -0.0254445967 -1.2303740839 1 frame_0055_front.jpg

222 0.9922445643 -0.0030884990 -0.1239048926 0.0094214334 1.3392183406 -0.0254445967 -1.2303740839 1 frame_0055_right.jpg

223 0.7892368498 0.0044780608 0.6140088703 0.0088458580 1.3392183406 -0.0254445967 -1.2303740839 1 frame_0055_back.jpg

224 0.1239048926 0.0094214334 0.9922445643 0.0030884990 1.3392183406 -0.0254445967 -1.2303740839 1 frame_0055_left.jpg

225 0.5404093184 -0.0120358400 -0.8412945435 0.0060330922 1.5391268346 -0.0358569017 -1.0133511267 1 frame_0056_front.jpg

226 0.9770121703 -0.0042445837 -0.2127579831 0.0127766645 1.5391268346 -0.0358569017 -1.0133511267 1 frame_0056_right.jpg

227 0.8412945435 0.0060330922 0.5404093184 0.0120358400 1.5391268346 -0.0358569017 -1.0133511267 1 frame_0056_back.jpg

228 0.2127579831 0.0127766645 0.9770121703 0.0042445837 1.5391268346 -0.0358569017 -1.0133511267 1 frame_0056_left.jpg

229 -0.4656593348 0.0107433418 0.8848886753 -0.0042422736 1.6919088438 -0.0297491493 -0.7775769351 1 frame_0057_front.jpg

230 0.9549816562 -0.0045969494 -0.2964399095 0.0105964303 1.6919088438 -0.0297491493 -0.7775769351 1 frame_0057_right.jpg

231 0.8848886753 0.0042422736 0.4656593348 0.0107433418 1.6919088438 -0.0297491493 -0.7775769351 1 frame_0057_back.jpg

232 0.2964399095 0.0105964303 0.9549816562 0.0045969494 1.6919088438 -0.0297491493 -0.7775769351 1 frame_0057_left.jpg

233 -0.3855430586 0.0161871817 0.9225450214 -0.0022822389 1.8027173786 -0.0493726126 -0.5112747803 1 frame_0058_front.jpg

234 0.9249579518 -0.0098322794 -0.3797177294 0.0130598525 1.8027173786 -0.0493726126 -0.5112747803 1 frame_0058_right.jpg

235 0.9225450214 0.0022822389 0.3855430586 0.0161871817 1.8027173786 -0.0493726126 -0.5112747803 1 frame_0058_back.jpg

236 0.3797177294 0.0130598525 0.9249579518 0.0098322794 1.8027173786 -0.0493726126 -0.5112747803 1 frame_0058_left.jpg

237 -0.3020715775 0.0170354121 0.9531213600 -0.0047148513 1.8659967176 -0.0493538879 -0.2279209313 1 frame_0059_front.jpg

238 0.8875554379 -0.0087119521 -0.4603617161 0.0153797587 1.8659967176 -0.0493538879 -0.2279209313 1 frame_0059_right.jpg

239 0.9531213600 0.0047148513 0.3020715775 0.0170354121 1.8659967176 -0.0493538879 -0.2279209313 1 frame_0059_back.jpg

240 0.4603617161 0.0153797587 0.8875554379 0.0087119521 1.8659967176 -0.0493538879 -0.2279209313 1 frame_0059_left.jpg

241 -0.2183087215 0.0177033092 0.9756989738 -0.0062775390 1.8785901685 -0.0477604158 0.0552858361 1 frame_0060_front.jpg

242 0.8442909381 -0.0080792396 -0.5355557834 0.0169570204 1.8785901685 -0.0477604158 0.0552858361 1 frame_0060_right.jpg

243 0.9756989738 0.0062775390 0.2183087215 0.0177033092 1.8785901685 -0.0477604158 0.0552858361 1 frame_0060_back.jpg

244 0.5355557834 0.0169570204 0.8442909381 0.0080792396 1.8785901685 -0.0477604158 0.0552858361 1 frame_0060_left.jpg

245 -0.1557809526 0.0198627129 0.9875841894 -0.0039033812 1.8558296938 -0.0556716977 0.2511830928 1 frame_0061_front.jpg

246 0.8084812452 -0.0112849516 -0.5881737094 0.0168051663 1.8558296938 -0.0556716977 0.2511830928 1 frame_0061_right.jpg

247 0.9875841894 0.0039033812 0.1557809526 0.0198627129 1.8558296938 -0.0556716977 0.2511830928 1 frame_0061_back.jpg

248 0.5881737094 0.0168051663 0.8084812452 0.0112849516 1.8558296938 -0.0556716977 0.2511830928 1 frame_0061_left.jpg

249 -0.0934319816 0.0175276702 0.9954539086 -0.0058958855 1.8107438101 -0.0427210208 0.4400067695 1 frame_0062_front.jpg

250 0.7699585969 -0.0082249138 -0.6378258214 0.0165629551 1.8107438101 -0.0427210208 0.4400067695 1 frame_0062_right.jpg

251 0.9954539086 0.0058958855 0.0934319816 0.0175276702 1.8107438101 -0.0427210208 0.4400067695 1 frame_0062_back.jpg

252 0.6378258214 0.0165629551 0.7699585969 0.0082249138 1.8107438101 -0.0427210208 0.4400067695 1 frame_0062_left.jpg

253 -0.0336255958 0.0154521417 0.9992822340 -0.0080973686 1.7454965186 -0.0303044356 0.6109581173 1 frame_0063_front.jpg

254 0.7303761308 -0.0052006100 -0.6828223572 0.0166520184 1.7454965186 -0.0303044356 0.6109581173 1 frame_0063_right.jpg

255 0.9992822340 0.0080973686 0.0336255958 0.0154521417 1.7454965186 -0.0303044356 0.6109581173 1 frame_0063_back.jpg

256 0.6828223572 0.0166520184 0.7303761308 0.0052006100 1.7454965186 -0.0303044356 0.6109581173 1 frame_0063_left.jpg

257 0.0364921681 0.0140287635 0.9992210517 -0.0053670642 1.6436557187 -0.0267687520 0.8063049328 1 frame_0064_front.jpg

258 0.6807521220 -0.0061247463 -0.7323598410 0.0137149212 1.6436557187 -0.0267687520 0.8063049328 1 frame_0064_right.jpg

259 0.9992210517 0.0053670642 -0.0364921681 0.0140287635 1.6436557187 -0.0267687520 0.8063049328 1 frame_0064_back.jpg

260 0.7323598410 0.0137149212 0.6807521220 0.0061247463 1.6436557187 -0.0267687520 0.8063049328 1 frame_0064_left.jpg

261 0.1051485082 0.0159983055 0.9943188735 -0.0042217478 1.5170031668 -0.0326173184 0.9818162529 1 frame_0065_front.jpg

262 0.6287383950 -0.0083272838 -0.7774408413 0.0142977368 1.5170031668 -0.0326173184 0.9818162529 1 frame_0065_right.jpg

263 0.9943188735 0.0042217478 -0.1051485082 0.0159983055 1.5170031668 -0.0326173184 0.9818162529 1 frame_0065_back.jpg

264 0.7774408413 0.0142977368 0.6287383950 0.0083272838 1.5170031668 -0.0326173184 0.9818162529 1 frame_0065_left.jpg

265 0.1494464580 0.0130187562 0.9886392020 -0.0094231890 1.4229151549 -0.0127743615 1.0717559217 1 frame_0066_front.jpg

266 0.5933988800 -0.0025424499 -0.8047480877 0.0158688516 1.4229151549 -0.0127743615 1.0717559217 1 frame_0066_right.jpg

267 0.9886392020 0.0094231890 -0.1494464580 0.0130187562 1.4229151549 -0.0127743615 1.0717559217 1 frame_0066_back.jpg

268 0.8047480877 0.0158688516 0.5933988800 0.0025424499 1.4229151549 -0.0127743615 1.0717559217 1 frame_0066_left.jpg

269 0.1668298680 0.0104383759 0.9858780392 -0.0101650049 1.3831337570 -0.0030623550 1.0795147109 1 frame_0067_front.jpg

270 0.5791545159 -0.0001933025 -0.8150875779 0.0145687902 1.3831337570 -0.0030623550 1.0795147109 1 frame_0067_right.jpg

271 0.9858780392 0.0101650049 -0.1668298680 0.0104383759 1.3831337570 -0.0030623550 1.0795147109 1 frame_0067_back.jpg

272 0.8150875779 0.0145687902 0.5791545159 0.0001933025 1.3831337570 -0.0030623550 1.0795147109 1 frame_0067_left.jpg

273 0.1747796534 0.0137765272 0.9845019268 -0.0042703967 1.3631384076 -0.0227563225 1.0591002948 1 frame_0068_front.jpg

274 0.5725601104 -0.0067218494 -0.8197358666 0.0127611023 1.3631384076 -0.0227563225 1.0591002948 1 frame_0068_right.jpg

275 0.9845019268 0.0042703967 -0.1747796534 0.0137765272 1.3631384076 -0.0227563225 1.0591002948 1 frame_0068_back.jpg

276 0.8197358666 0.0127611023 0.5725601104 0.0067218494 1.3631384076 -0.0227563225 1.0591002948 1 frame_0068_left.jpg

277 0.1792149089 0.0110981342 0.9837294129 -0.0059405496 1.3524406146 -0.0118609599 1.0315219235 1 frame_0069_front.jpg

278 0.5688776613 -0.0036469630 -0.8223258161 0.0120481688 1.3524406146 -0.0118609599 1.0315219235 1 frame_0069_right.jpg

279 0.9837294129 0.0059405496 -0.1792149089 0.0110981342 1.3524406146 -0.0118609599 1.0315219235 1 frame_0069_back.jpg

280 0.8223258161 0.0120481688 0.5688776613 0.0036469630 1.3524406146 -0.0118609599 1.0315219235 1 frame_0069_left.jpg

281 0.1510800871 0.0125992153 0.9884101413 -0.0078396244 1.4062400109 -0.0147234008 0.9129234119 1 frame_0070_front.jpg

282 0.5920817594 -0.0033655390 -0.8057412676 0.0144524421 1.4062400109 -0.0147234008 0.9129234119 1 frame_0070_right.jpg

283 0.9884101413 0.0078396244 -0.1510800871 0.0125992153 1.4062400109 -0.0147234008 0.9129234119 1 frame_0070_back.jpg

284 0.8057412676 0.0144524421 0.5920817594 0.0033655390 1.4062400109 -0.0147234008 0.9129234119 1 frame_0070_left.jpg

285 0.0802305373 0.0111611025 0.9967026730 -0.0047193577 1.5189336504 -0.0167726071 0.6605437865 1 frame_0071_front.jpg

286 0.6480436619 -0.0045550014 -0.7615067759 0.0112291811 1.5189336504 -0.0167726071 0.6605437865 1 frame_0071_right.jpg

287 0.9967026730 0.0047193577 -0.0802305373 0.0111611025 1.5189336504 -0.0167726071 0.6605437865 1 frame_0071_back.jpg

288 0.7615067759 0.0112291811 0.6480436619 0.0045550014 1.5189336504 -0.0167726071 0.6605437865 1 frame_0071_left.jpg

289 0.0398942782 0.0098502874 0.9991224561 -0.0081077770 1.5652450353 -0.0106771072 0.4937104167 1 frame_0072_front.jpg

290 0.6782767493 -0.0012321409 -0.7346957786 0.0126982692 1.5652450353 -0.0106771072 0.4937104167 1 frame_0072_right.jpg

291 0.9991224561 0.0081077770 -0.0398942782 0.0098502874 1.5652450353 -0.0106771072 0.4937104167 1 frame_0072_back.jpg

292 0.7346957786 0.0126982692 0.6782767493 0.0012321409 1.5652450353 -0.0106771072 0.4937104167 1 frame_0072_left.jpg

293 0.0127066828 0.0107893654 0.9998330326 -0.0074857739 1.5878386596 -0.0153948877 0.3655887743 1 frame_0073_front.jpg

294 0.6980037358 -0.0023359920 -0.7159736989 0.0129224749 1.5878386596 -0.0153948877 0.3655887743 1 frame_0073_right.jpg

295 0.9998330326 0.0074857739 -0.0127066828 0.0107893654 1.5878386596 -0.0153948877 0.3655887743 1 frame_0073_back.jpg

296 0.7159736989 0.0129224749 0.6980037358 0.0023359920 1.5878386596 -0.0153948877 0.3655887743 1 frame_0073_left.jpg

297 -0.0093277171 0.0112986045 0.9998543426 -0.0087537902 1.6002601468 -0.0170317315 0.2544955781 1 frame_0074_front.jpg

298 0.7135994778 -0.0017994555 -0.7004080938 0.0141791843 1.6002601468 -0.0170317315 0.2544955781 1 frame_0074_right.jpg

299 0.9998543426 0.0087537902 0.0093277171 0.0112986045 1.6002601468 -0.0170317315 0.2544955781 1 frame_0074_back.jpg

300 0.7004080938 0.0141791843 0.7135994778 0.0017994555 1.6002601468 -0.0170317315 0.2544955781 1 frame_0074_left.jpg

301 -0.0227135625 0.0134235418 0.9996176585 -0.0082728092 1.6044557193 -0.0246090763 0.1737168203 1 frame_0075_front.jpg

302 0.7228973390 -0.0036421180 -0.6907755109 0.0153416369 1.6044557193 -0.0246090763 0.1737168203 1 frame_0075_right.jpg

303 0.9996176585 0.0082728092 0.0227135625 0.0134235418 1.6044557193 -0.0246090763 0.1737168203 1 frame_0075_back.jpg

304 0.6907755109 0.0153416369 0.7228973390 0.0036421180 1.6044557193 -0.0246090763 0.1737168203 1 frame_0075_left.jpg

305 -0.0069307571 0.0117549749 0.9998354407 -0.0119531029 1.5974287228 -0.0174700770 0.1829173406 1 frame_0076_front.jpg

306 0.7118912056 0.0001400976 -0.7020896348 0.0167641426 1.5974287228 -0.0174700770 0.1829173406 1 frame_0076_right.jpg

307 0.9998354407 0.0119531029 0.0069307571 0.0117549749 1.5974287228 -0.0174700770 0.1829173406 1 frame_0076_back.jpg

308 0.7020896348 0.0167641426 0.7118912056 -0.0001400976 1.5974287228 -0.0174700770 0.1829173406 1 frame_0076_left.jpg

309 0.0590363491 0.0133529579 0.9981469053 -0.0062580669 1.5594143559 -0.0231475134 0.3490049697 1 frame_0077_front.jpg

310 0.6640514426 -0.0050168455 -0.7475414482 0.0138670886 1.5594143559 -0.0231475134 0.3490049697 1 frame_0077_right.jpg

311 0.9981469053 0.0062580669 -0.0590363491 0.0133529579 1.5594143559 -0.0231475134 0.3490049697 1 frame_0077_back.jpg

312 0.7475414482 0.0138670886 0.6640514426 0.0050168455 1.5594143559 -0.0231475134 0.3490049697 1 frame_0077_left.jpg

313 0.0920840766 0.0091704887 0.9956665873 -0.0091908645 1.5322905122 -0.0077317335 0.4107284521 1 frame_0078_front.jpg

314 0.6389293206 0.0000144079 -0.7691558707 0.0129834374 1.5322905122 -0.0077317335 0.4107284521 1 frame_0078_right.jpg

315 0.9956665873 0.0091908645 -0.0920840766 0.0091704887 1.5322905122 -0.0077317335 0.4107284521 1 frame_0078_back.jpg

316 0.7691558707 0.0129834374 0.6389293206 -0.0000144079 1.5322905122 -0.0077317335 0.4107284521 1 frame_0078_left.jpg

317 0.0926860582 0.0124635184 0.9955970591 -0.0063601366 1.5295047838 -0.0196865905 0.3746443682 1 frame_0079_front.jpg

318 0.6384544915 -0.0043157426 -0.7695323720 0.0133103341 1.5295047838 -0.0196865905 0.3746443682 1 frame_0079_right.jpg

319 0.9955970591 0.0063601366 -0.0926860582 0.0124635184 1.5295047838 -0.0196865905 0.3746443682 1 frame_0079_back.jpg

320 0.7695323720 0.0133103341 0.6384544915 0.0043157426 1.5295047838 -0.0196865905 0.3746443682 1 frame_0079_left.jpg

321 0.0846037735 0.0121281260 0.9962855546 -0.0104978022 1.5336878027 -0.0174546687 0.3133293892 1 frame_0080_front.jpg

322 0.6446563697 -0.0011528130 -0.7643041736 0.0159989473 1.5336878027 -0.0174546687 0.3133293892 1 frame_0080_right.jpg

323 0.9962855546 0.0104978022 -0.0846037735 0.0121281260 1.5336878027 -0.0174546687 0.3133293892 1 frame_0080_back.jpg

324 0.7643041736 0.0159989473 0.6446563697 0.0011528130 1.5336878027 -0.0174546687 0.3133293892 1 frame_0080_left.jpg

325 0.0706850209 0.0123664052 0.9973922457 -0.0077076653 1.5401506223 -0.0196984978 0.2324068558 1 frame_0081_front.jpg

326 0.6552809628 -0.0032942265 -0.7552446781 0.0141945113 1.5401506223 -0.0196984978 0.2324068558 1 frame_0081_right.jpg

327 0.9973922457 0.0077076653 -0.0706850209 0.0123664052 1.5401506223 -0.0196984978 0.2324068558 1 frame_0081_back.jpg

328 0.7552446781 0.0141945113 0.6552809628 0.0032942265 1.5401506223 -0.0196984978 0.2324068558 1 frame_0081_left.jpg

329 0.0562274630 0.0143158634 0.9982856367 -0.0077016925 1.5442854590 -0.0262532345 0.1498360826 1 frame_0082_front.jpg

330 0.6661357229 -0.0046769250 -0.7456533636 0.0155687631 1.5442854590 -0.0262532345 0.1498360826 1 frame_0082_right.jpg

331 0.9982856367 0.0077016925 -0.0562274630 0.0143158634 1.5442854590 -0.0262532345 0.1498360826 1 frame_0082_back.jpg

332 0.7456533636 0.0155687631 0.6661357229 0.0046769250 1.5442854590 -0.0262532345 0.1498360826 1 frame_0082_left.jpg

333 0.0428308637 0.0165515039 0.9989365856 -0.0041548412 1.5456348918 -0.0340651934 0.0696328435 1 frame_0083_front.jpg

334 0.6760688395 -0.0087657643 -0.7366408279 0.0146415970 1.5456348918 -0.0340651934 0.0696328435 1 frame_0083_right.jpg

335 0.9989365856 0.0041548412 -0.0428308637 0.0165515039 1.5456348918 -0.0340651934 0.0696328435 1 frame_0083_back.jpg

336 0.7366408279 0.0146415970 0.6760688395 0.0087657643 1.5456348918 -0.0340651934 0.0696328435 1 frame_0083_left.jpg

337 0.0304937705 0.0158668519 0.9993939951 -0.0054786489 1.5453882349 -0.0322317833 -0.0060924304 1 frame_0084_front.jpg

338 0.6851159191 -0.0073455688 -0.7282406229 0.0150935484 1.5453882349 -0.0322317833 -0.0060924304 1 frame_0084_right.jpg

339 0.9993939951 0.0054786489 -0.0304937705 0.0158668519 1.5453882349 -0.0322317833 -0.0060924304 1 frame_0084_back.jpg

340 0.7282406229 0.0150935484 0.6851159191 0.0073455688 1.5453882349 -0.0322317833 -0.0060924304 1 frame_0084_left.jpg

341 0.0193136711 0.0156252270 0.9996804678 -0.0046686962 1.5432701944 -0.0315259602 -0.0789748109 1 frame_0085_front.jpg

342 0.6932240100 -0.0077474372 -0.7205376656 0.0143499707 1.5432701944 -0.0315259602 -0.0789748109 1 frame_0085_right.jpg

343 0.9996804678 0.0046686962 -0.0193136711 0.0156252270 1.5432701944 -0.0315259602 -0.0789748109 1 frame_0085_back.jpg

344 0.7205376656 0.0143499707 0.6932240100 0.0077474372 1.5432701944 -0.0315259602 -0.0789748109 1 frame_0085_left.jpg

345 0.0105776601 0.0127406655 0.9998050403 -0.0107549996 1.5405785427 -0.0246327015 -0.1446324325 1 frame_0086_front.jpg

346 0.6994893887 -0.0014040778 -0.7144484590 0.0166139441 1.5405785427 -0.0246327015 -0.1446324325 1 frame_0086_right.jpg

347 0.9998050403 0.0107549996 -0.0105776601 0.0127406655 1.5405785427 -0.0246327015 -0.1446324325 1 frame_0086_back.jpg

348 0.7144484590 0.0166139441 0.6994893887 0.0014040778 1.5405785427 -0.0246327015 -0.1446324325 1 frame_0086_left.jpg

349 -0.0000518117 0.0163166555 0.9998373227 -0.0076871415 1.5348245120 -0.0350349271 -0.2167844553 1 frame_0087_front.jpg

350 0.7070283874 -0.0061019879 -0.7069551146 0.0169732476 1.5348245120 -0.0350349271 -0.2167844553 1 frame_0087_right.jpg

351 0.9998373227 0.0076871415 0.0000518117 0.0163166555 1.5348245120 -0.0350349271 -0.2167844553 1 frame_0087_back.jpg

352 0.7069551146 0.0169732476 0.7070283874 0.0061019879 1.5348245120 -0.0350349271 -0.2167844553 1 frame_0087_left.jpg

353 0.0027228740 0.0168458337 0.9998250397 -0.0076611941 1.5344741945 -0.0368176977 -0.2454582193 1 frame_0088_front.jpg

354 0.7050577028 -0.0064945210 -0.7089084283 0.0173290855 1.5344741945 -0.0368176977 -0.2454582193 1 frame_0088_right.jpg

355 0.9998250397 0.0076611941 -0.0027228740 0.0168458337 1.5344741945 -0.0368176977 -0.2454582193 1 frame_0088_back.jpg

356 0.7089084283 0.0173290855 0.7050577028 0.0064945210 1.5344741945 -0.0368176977 -0.2454582193 1 frame_0088_left.jpg

357 0.0351921825 0.0155572037 0.9992389686 -0.0064005799 1.5468589494 -0.0320670944 -0.1831785385 1 frame_0089_front.jpg

358 0.6816840198 -0.0064747107 -0.7314532816 0.0155264977 1.5468589494 -0.0320670944 -0.1831785385 1 frame_0089_right.jpg

359 0.9992389686 0.0064005799 -0.0351921825 0.0155572037 1.5468589494 -0.0320670944 -0.1831785385 1 frame_0089_back.jpg

360 0.7314532816 0.0155264977 0.6816840198 0.0064747107 1.5468589494 -0.0320670944 -0.1831785385 1 frame_0089_left.jpg

361 0.0520744923 0.0185754834 0.9984499476 -0.0063953675 1.5499269596 -0.0413696585 -0.1683959288 1 frame_0090_front.jpg

362 0.6691885021 -0.0086126426 -0.7428329553 0.0176570580 1.5499269596 -0.0413696585 -0.1683959288 1 frame_0090_right.jpg

363 0.9984499476 0.0063953675 -0.0520744923 0.0185754834 1.5499269596 -0.0413696585 -0.1683959288 1 frame_0090_back.jpg

364 0.7428329553 0.0176570580 0.6691885021 0.0086126426 1.5499269596 -0.0413696585 -0.1683959288 1 frame_0090_left.jpg

365 0.0497528231 0.0184008743 0.9985774803 -0.0053926139 1.5473515041 -0.0404369856 -0.2136186441 1 frame_0091_front.jpg

366 0.6709203493 -0.0091982292 -0.7412814664 0.0168245369 1.5473515041 -0.0404369856 -0.2136186441 1 frame_0091_right.jpg

367 0.9985774803 0.0053926139 -0.0497528231 0.0184008743 1.5473515041 -0.0404369856 -0.2136186441 1 frame_0091_back.jpg

368 0.7412814664 0.0168245369 0.6709203493 0.0091982292 1.5473515041 -0.0404369856 -0.2136186441 1 frame_0091_left.jpg

369 0.0384125801 0.0184405909 0.9990755707 -0.0056940547 1.5406937469 -0.0410111975 -0.2861229329 1 frame_0092_front.jpg

370 0.6792913151 -0.0090131622 -0.7336149069 0.0170657716 1.5406937469 -0.0410111975 -0.2861229329 1 frame_0092_right.jpg

371 0.9990755707 0.0056940547 -0.0384125801 0.0184405909 1.5406937469 -0.0410111975 -0.2861229329 1 frame_0092_back.jpg

372 0.7336149069 0.0170657716 0.6792913151 0.0090131622 1.5406937469 -0.0410111975 -0.2861229329 1 frame_0092_left.jpg

373 0.0278127430 0.0141886907 0.9995048858 -0.0038878741 1.5336983557 -0.0268480372 -0.3573334637 1 frame_0093_front.jpg

374 0.6870901035 -0.0072837773 -0.7264232618 0.0127820616 1.5336983557 -0.0268480372 -0.3573334637 1 frame_0093_right.jpg

375 0.9995048858 0.0038878741 -0.0278127430 0.0141886907 1.5336983557 -0.0268480372 -0.3573334637 1 frame_0093_back.jpg

376 0.7264232618 0.0127820616 0.6870901035 0.0072837773 1.5336983557 -0.0268480372 -0.3573334637 1 frame_0093_left.jpg

377 0.0216474777 0.0170639343 0.9996161167 -0.0027978724 1.5270114950 -0.0348785559 -0.4147003429 1 frame_0094_front.jpg

378 0.6915282564 -0.0100876291 -0.7221424130 0.0140444182 1.5270114950 -0.0348785559 -0.4147003429 1 frame_0094_right.jpg

379 0.9996161167 0.0027978724 -0.0216474777 0.0170639343 1.5270114950 -0.0348785559 -0.4147003429 1 frame_0094_back.jpg

380 0.7221424130 0.0140444182 0.6915282564 0.0100876291 1.5270114950 -0.0348785559 -0.4147003429 1 frame_0094_left.jpg

381 0.0316264319 0.0155039385 0.9993613354 -0.0060264362 1.5339012657 -0.0332603389 -0.4212679953 1 frame_0095_front.jpg

382 0.6842919126 -0.0067016061 -0.7290184416 0.0152242740 1.5339012657 -0.0332603389 -0.4212679953 1 frame_0095_right.jpg

383 0.9993613354 0.0060264362 -0.0316264319 0.0155039385 1.5339012657 -0.0332603389 -0.4212679953 1 frame_0095_back.jpg

384 0.7290184416 0.0152242740 0.6842919126 0.0067016061 1.5339012657 -0.0332603389 -0.4212679953 1 frame_0095_left.jpg

385 0.0389514393 0.0157458294 0.9990989660 -0.0060091857 1.5381577902 -0.0340432688 -0.4374349514 1 frame_0096_front.jpg

386 0.6789268271 -0.0068848468 -0.7340124808 0.0153831188 1.5381577902 -0.0340432688 -0.4374349514 1 frame_0096_right.jpg

387 0.9990989660 0.0060091857 -0.0389514393 0.0157458294 1.5381577902 -0.0340432688 -0.4374349514 1 frame_0096_back.jpg

388 0.7340124808 0.0153831188 0.6789268271 0.0068848468 1.5381577902 -0.0340432688 -0.4374349514 1 frame_0096_left.jpg

389 0.0388768926 0.0139049883 0.9991201905 -0.0073541437 1.5368094452 -0.0302127888 -0.4761168892 1 frame_0097_front.jpg

390 0.6789945475 -0.0046321466 -0.7339747763 0.0150324764 1.5368094452 -0.0302127888 -0.4761168892 1 frame_0097_right.jpg

391 0.9991201905 0.0073541437 -0.0388768926 0.0139049883 1.5368094452 -0.0302127888 -0.4761168892 1 frame_0097_back.jpg

392 0.7339747763 0.0150324764 0.6789945475 0.0046321466 1.5368094452 -0.0302127888 -0.4761168892 1 frame_0097_left.jpg

393 0.0316248756 0.0142864142 0.9993499861 -0.0097658029 1.5279714202 -0.0342537502 -0.5367719482 1 frame_0098_front.jpg

394 0.6842849880 -0.0031965550 -0.7290093159 0.0170074858 1.5279714202 -0.0342537502 -0.5367719482 1 frame_0098_right.jpg

395 0.9993499861 0.0097658029 -0.0316248756 0.0142864142 1.5279714202 -0.0342537502 -0.5367719482 1 frame_0098_back.jpg

396 0.7290093159 0.0170074858 0.6842849880 0.0031965550 1.5279714202 -0.0342537502 -0.5367719482 1 frame_0098_left.jpg

397 0.0241243039 0.0141018788 0.9996087937 0.0011893015 1.5182411315 -0.0204768145 -0.6001736433 1 frame_0099_front.jpg

398 0.6897716977 -0.0108124973 -0.7238886155 0.0091305710 1.5182411315 -0.0204768145 -0.6001736433 1 frame_0099_right.jpg

399 0.9996087937 -0.0011893015 -0.0241243039 0.0141018788 1.5182411315 -0.0204768145 -0.6001736433 1 frame_0099_back.jpg

400 0.7238886155 0.0091305710 0.6897716977 0.0108124973 1.5182411315 -0.0204768145 -0.6001736433 1 frame_0099_left.jpg

401 0.0177818338 0.0141917393 0.9997095043 -0.0079566312 1.5085879822 -0.0325400411 -0.6546509469 1 frame_0100_front.jpg

402 0.6943277144 -0.0044088872 -0.7194750249 0.0156612630 1.5085879822 -0.0325400411 -0.6546509469 1 frame_0100_right.jpg

403 0.9997095043 0.0079566312 -0.0177818338 0.0141917393 1.5085879822 -0.0325400411 -0.6546509469 1 frame_0100_back.jpg

